distance_to_water,area,temperature,humidity,wind_speed,rainfall,region,quality,location_id,area_log,area_sqrt,area_power,area_quantile_uniform,area_quantile_normal,quality_encoded,temp_mean_by_region,temp_deviation,temp_ratio
95.88829326135324,168.50599272581633,31.49177660852313,79.0045801083608,6.469420933373577,24.79738072737452,plains,poor,loc_3785,5.132888281510072,12.980985814868466,1.059808587410129,0.8540568050719389,1.0539924149124158,0.0,14.68285534466596,16.80892126385717,1.2598667169884499
32.73456439742883,241.61936917692074,5.2694342467036925,77.67596766746351,6.687823521509554,39.91251423885967,desert,good,loc_3516,5.491493833293728,15.544110433759815,1.6853204643755522,0.9588864071531813,1.7379070928897116,2.0,15.445163233247296,-10.175728986543604,0.8445151867025346
13.43037731795485,67.22818421511255,15.870104744883315,41.12333668490966,4.381389607176321,26.26019677503789,mountain,good,loc_1243,4.222857737767837,8.19927949365751,-0.2763853708008613,0.3895453905491678,-0.2805040990041001,2.0,15.022116412538473,0.8479883323448423,1.0130415369282153
37.92821993311543,112.80772350901209,6.708923749185621,88.31206767224262,7.545097052217978,46.91442169614025,coastal,good,loc_5493,4.7345103885369575,10.621098036879808,0.4335574020573656,0.6618292537880451,0.41746066148648503,2.0,14.483543499438227,-7.774619750252606,0.8794324981486116
577.6439535886459,121.74360371157576,20.178990077204737,94.85070762928588,2.692024859339228,27.180400326855864,coastal,good,loc_4287,4.810097657060946,11.03374839805475,0.5471672100291335,0.6999484026954871,0.5242521192851373,2.0,14.483543499438227,5.695446577766511,1.0883240322829983
55.00743014065888,103.05587950060907,16.707155437340642,95.05742273317202,3.5608333460713935,61.7486391189906,coastal,fair,loc_7659,4.644928057736331,10.151644177206423,0.3019352748962125,0.61352680607215,0.28852305148870666,1.0,14.483543499438227,2.2236119379024153,1.0344834017677982
11.93275591438481,106.55175998013749,14.61817583657774,28.046378544705046,7.680417136758617,43.84262170635991,mountain,good,loc_4101,4.6779722198768,10.322391194880066,0.3501095724319366,0.6306884600099222,0.3336773010193372,2.0,15.022116412538473,-0.40394057596073374,0.9937876433704816
400.25070848866403,24.35731737459393,29.902072384499988,44.90270499361385,4.44674639554836,72.20123479608534,coastal,good,loc_1624,3.233067342214826,4.93531330055083,-1.396102196598719,0.08131403555589053,-1.3962870526289808,2.0,14.483543499438227,15.418528885061761,1.2391079653554722
127.29530184739146,63.56123990506498,4.415017627613606,97.80788852028638,3.1444918630921546,26.375303097701575,plains,poor,loc_2073,4.167614229246059,7.97253033265255,-0.34723225275447683,0.36661358964644547,-0.3408358247214984,0.0,14.68285534466596,-10.267837717052354,0.8412587437221246
751.8655482878806,53.159265604780046,24.00693798899993,88.60940404470333,7.009737576889913,44.306970973400006,coastal,good,loc_1857,3.991929068777596,7.291040090740144,-0.565516183991448,0.2909627611586643,-0.5505743119197664,2.0,14.483543499438227,9.523394489561703,1.147687207816746
